marca,modelo,Año,Precio,Color,Combustible,Rendimiento,Transmisión,Cantidad,Motor,agencia_id,estado_agencia,municipio_agencia,tipo_vehiculo,descripcion,array_fotografias,grupo_automotriz_id,grupo_automotriz,gerente_id
DKW,X5,2015,"$85,231",Red,Gasolina,765,Manual,3,1.9L I1,100027,Tamaulipas,Victoria,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,346219,Hyundai,819354
Borgward,Edge ST,2016,"$33,721",White,Eléctrico,501,Manual,6,2.8L I8,100028,Tlaxcala,Tlaxcala de Xicohténcatl,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,632518,Jaguar,506291
NSU,QX50,2018,"$32,682",Silver,Eléctrico,930,Manual,9,3.4L V12,100029,Veracruz,Xalapa,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,478936,Tesla,246835
Auto Union,XT5,2006,"$54,932",Black,Gasolina,349,Manual,8,1.1L I2,100030,Yucatán,Mérida,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,843602,Chevrolet,981623
Maybach,Terrain,2012,"$34,511",Blue,Eléctrico,794,Automático,4,2.1L I8,100031,Zacatecas, Zacatecas,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,170983,Audi,732568
Horch,Renegade,2019,"$45,426",Green,Gasolina,242,Manual,1,4.3L V12,100032,Ciudad de México,Cuauhtémoc,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,734921,Dodge,135907
Wanderer,GLE-Class Coupe,2014,"$62,134",Gray,Gasolina,853,Manual,7,1.7L I1,100001,Aguascalientes,Aguascalientes,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,483925,Subaru,840716
Autozam,Rogue,2013,"$19,907",Yellow,Gasolina,921,Manual,3,2.9L I8,100002,Baja California,Mexicali,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,739102,BMW,579142
Innocenti,Blazer,2011,"$60,392",Brown,Eléctrico,319,Manual,6,3.5L W16,100003,Baja California Sur,La Paz,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,287651,Lexus,314295
DeLorean,Terrain,2009,"$16,277",Orange,Gasolina,674,Automático,2,1.2L I1,100004,Campeche,Campeche,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,921473,Fiat,674081
Nissan,Fusion,2005,"$31,979",Red,Eléctrico,425,Manual,8,2.2L I12,100005,Chiapas,Tuxtla Gutiérrez,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,564218,Hyundai,819354
Ford,Highlander,2002,"$57,348",White,Gasolina,162,Manual,10,4.0L W16,100006,Chihuahua,Chihuahua,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,387102,Jaguar,506291
Toyota,Charger,2023,"$77,358",Silver,Eléctrico,839,Manual,9,1.4L I0,100007,Coahuila,Saltillo,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,913276,Tesla,246835
BMW,Beetle,2004,"$63,689",Black,Eléctrico,984,Manual,1,1.8L I4,100008,Colima,Colima,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,625491,Chevrolet,981623
Chevrolet,Sentra,2010,"$52,931",Blue,Gasolina,496,Manual,7,2.0L I4,100009,Durango,Durango,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,891635,Audi,732568
Mercedes-Benz,Sorento,2012,"$15,554",Green,Eléctrico,113,Manual,3,3.5L V6,100010,Guanajuato,Guanajuato,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,154830,Dodge,135907
Honda,Fiesta,2015,"$71,142",Gray,Gasolina,849,Manual,6,1.6L I4,100011,Guerrero,Chilpancingo de los Bravo,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,792361,Subaru,840716
Audi,Crosstrek,2016,"$30,820",Yellow,Eléctrico,717,Manual,2,2.5L V6,100012,Hidalgo, Pachuca de Soto,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,340725,BMW,579142
Volkswagen,Camaro,2011,"$27,410",Brown,Eléctrico,269,Manual,8,2.2L I4,100013,Jalisco,Guadalajara,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,628914,Lexus,314295
Porsche,Q6,2001,"$14,380",Orange,Gasolina,965,Automático,10,3.0L V6,100014,México,Toluca,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,471069,Fiat,674081
Volvo,Wrangler,2019,"$33,040",Purple,Eléctrico,212,Automático,4,1.4L I4,100015,Michoacán, Morelia,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,840527,Hyundai,819354
Jeep,Impala,2021,"$94,907",Gold,Gasolina,723,Manual,1,2.4L I4,100016,Morelos,Cuernavaca,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,172935,Jaguar,506291
Hyundai,G81,2000,"$20,292",Beige,Gasolina,989,Automático,7,2.8L V6,100017,Nayarit,Tepic,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,739128,Tesla,246835
Kia,Veloster,2014,"$57,085",Turquoise,Gasolina,293,Manual,3,1.5L I4,100018,Nuevo León,Monterrey,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,285401,Chevrolet,981623
Mazda,Avalon,2003,"$53,527",Pink,Eléctrico,498,Manual,6,3.6L V6,100019,Oaxaca,Oaxaca de Juárez,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,941702,Audi,732568
Ferrari,Malibu,2006,"$68,615",Red,Gasolina,851,Manual,9,1.0L I3,100020,Puebla,Puebla,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,568314,Dodge,135907
Lamborghini,Tundra,2008,"$35,293",White,Eléctrico,736,Automático,8,2.3L I4,100021,Querétaro,Santiago de Querétaro,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,395216,Subaru,840716
Dodge,4Runner,2013,"$77,404",Silver,Gasolina,640,Manual,4,3.2L V6,100022,Quintana Roo,Othón P. Blanco,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,918275,BMW,579142
Lexus,Stinger,2017,"$20,041",Black,Eléctrico,583,Manual,1,1.9L I4,100023,San Luis Potosí,San Luis Potosí,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,620143,Lexus,314295
Aston Martin,A8,2018,"$67,108",Blue,Eléctrico,294,Manual,10,2.7L V6,100024,Sinaloa,Culiacán,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,897604,Fiat,674081
Tesla,Atlas,2012,"$34,559",Green,Gasolina,472,Automático,7,4.0L V6,100025,Sonora,Hermosillo,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,151278,Hyundai,819354
Cadillac,Sienna,2016,"$54,986",Gray,Eléctrico,621,Manual,3,1.3L I4,100026,Tabasco,Centro,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,789032,Jaguar,506291
Buick,Focus,2010,"$28,086",Yellow,Gasolina,873,Automático,6,2.6L I4,100027,Tamaulipas,Victoria,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,346219,Tesla,246835
Infiniti,C-HR,2015,"$20,870",Brown,Gasolina,215,Manual,2,3.7L V6,100028,Tlaxcala,Tlaxcala de Xicohténcatl,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,632518,Chevrolet,981623
GMC,Altima,2011,"$63,674",Orange,Gasolina,991,Automático,8,1.7L I4,100029,Veracruz,Xalapa,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,478936,Audi,732568
Rolls-Royce,Q4,2022,"$42,304",Red,Eléctrico,725,Manual,4,2.1L I4,100030,Yucatán,Mérida,Compact car,"The versatile SUV is great for both daily commutes and weekend adventures, with ample cargo space, advanced safety features, and off-road capabilities.",https://www.example.com/images/cars/green-off-road-vehicle.jpg,843602,Dodge,135907
Land Rover,Blazer,2007,"$50,028",White,Gasolina,624,Automático,1,2.9L V6,100031,Zacatecas, Zacatecas,Luxury car,"The sporty convertible is perfect for sunny days, with a retractable roof, agile handling, and a powerful engine for an exhilarating ride.",https://www.example.com/images/cars/orange-sports-car.jpg,170983,Subaru,840716
Jaguar,RAV5,2004,"$39,491",Silver,Eléctrico,802,Automático,10,1.2L I4,100032,Ciudad de México,Cuauhtémoc,Sedan,"The eco-friendly hybrid car offers both fuel efficiency and performance, with a smooth ride, advanced features, and lower emissions for a more sustainable driving experience.",https://www.example.com/images/cars/yellow-compact-car.jpg,734921,BMW,579142
Subaru,S6,2009,"$17,780",Black,Gasolina,517,Manual,7,2.5L I4,100001,Aguascalientes,Aguascalientes,Hybrid car,"The off-road vehicle is rugged and capable, with four-wheel drive, high ground clearance, and advanced suspension for tackling even the toughest terrain.",https://www.example.com/images/cars/purple-hybrid-car.jpg,483925,Lexus,314295
Chrysler,Corolla,2016,"$49,539",Blue,Eléctrico,188,Manual,3,3.1L V6,100002,Baja California,Mexicali,City car,"The sleek and modern electric car offers a smooth and silent ride, zero emissions, and advanced features for a more sustainable and high-tech driving experience.",https://www.example.com/images/cars/teal-city-car.jpg,739102,Fiat,674081
Mitsubishi,Pacifica,2014,"$85,021",Green,Eléctrico,925,Manual,6,1.8L I3,100003,Baja California Sur,La Paz,Sports car,"The sleek and sporty sports car boasts a powerful engine, precision handling, and a luxurious interior with high-tech features.",https://www.example.com/images/cars/red-sports-car.jpg,287651,Hyundai,819354
Maserati,Equinox,2020,"$71,324",Gray,Gasolina,398,Manual,9,2.2L V6,100004,Campeche,Campeche,SUV,"The rugged and reliable pickup truck is perfect for work or play, with a spacious bed, towing capacity, and all-terrain capabilities.",https://www.example.com/images/cars/black-SUV.jpg,921473,Jaguar,506291
Alfa Romeo,K901,2018,"$58,350",Yellow,Eléctrico,768,Manual,8,3.9L V6,100005,Chiapas,Tuxtla Gutiérrez,Pickup truck,"The family-friendly minivan has plenty of room for passengers and cargo, with convenient sliding doors, comfortable seating, and entertainment options for long road trips.",https://www.example.com/images/cars/white-pickup-truck.jpg,564218,Tesla,246835
Bentley,Expedition,2002,"$66,844",Brown,Gasolina,673,Manual,4,1.4L I3,100006,Chihuahua,Chihuahua,Minivan,"The compact city car is efficient and easy to park, making it a practical choice for navigating crowded urban areas.",https://www.example.com/images/cars/blue-convertible.jpg,387102,Chevrolet,981623
Peugeot,Sonata,2013,"$32,594",Orange,Eléctrico,956,Manual,1,2.3L V6,100007,Coahuila,Saltillo,Convertible,The luxurious sedan combines sophisticated style with cutting-edge technology and smooth handling for a truly refined driving experience.,https://www.example.com/images/cars/silver-luxury-car.jpg,913276,Audi,732568
